date,city,temperature_C,wind_speed_km_h,solar_radiation_W_m2
2022-07-11 00:00:00,Bafoussam,32.02,15.91,178.46
2022-07-12 00:00:00,Bafoussam,20.84,1.42,621.27
2022-07-13 00:00:00,Bafoussam,28.73,8.76,977.11
2022-07-14 00:00:00,Bafoussam,22.88,19.49,308.91
2022-07-15 00:00:00,Bafoussam,27.28,4.94,342.55
2022-07-16 00:00:00,Bafoussam,31.37,19.72,231.19
2022-07-17 00:00:00,Bafoussam,33.55,14.58,710.94
2022-07-18 00:00:00,Bafoussam,21.43,9,861.81
2022-07-19 00:00:00,Bafoussam,20.5,1.56,595.36
2022-07-20 00:00:00,Bafoussam,24.49,0.15,782.02
2022-07-21 00:00:00,Bafoussam,21.64,17.61,639.6
2022-07-22 00:00:00,Bafoussam,21.23,14.51,686.85
2022-07-23 00:00:00,Bafoussam,25.4,16.67,290.37
2022-07-24 00:00:00,Bafoussam,32,15.53,341.79
2022-07-25 00:00:00,Bafoussam,28.22,15.04,589.1
2022-07-26 00:00:00,Bafoussam,34.14,14.15,835.36
2022-07-27 00:00:00,Bafoussam,25.91,18.26,447
2022-07-28 00:00:00,Bafoussam,23.51,16.51,613.37
2022-07-29 00:00:00,Bafoussam,22.85,0.38,196.41
2022-07-30 00:00:00,Bafoussam,28.87,18.84,160.7
2022-07-31 00:00:00,Bafoussam,27.29,15.38,363.72
2022-08-01 00:00:00,Bafoussam,31.23,0.69,288.38
2022-08-02 00:00:00,Bafoussam,20.3,19.06,877.08
2022-08-03 00:00:00,Bafoussam,32.43,3.44,899.94
2022-08-04 00:00:00,Bafoussam,26.86,15.17,961.21
2022-08-05 00:00:00,Bafoussam,24.05,13.01,933.49
2022-08-06 00:00:00,Bafoussam,30.05,14.49,120.39
2022-08-07 00:00:00,Bafoussam,34.79,18.91,992.28
2022-08-08 00:00:00,Bafoussam,25.16,18.54,845
2022-08-09 00:00:00,Bafoussam,32.06,17.55,685.51
2022-08-10 00:00:00,Bafoussam,30.01,7.57,479.15
2022-08-11 00:00:00,Bafoussam,29.49,18.54,841.22
2022-08-12 00:00:00,Bafoussam,24.7,19.06,966.73
2022-08-13 00:00:00,Bafoussam,22.58,1.3,443
2022-08-14 00:00:00,Bafoussam,26.51,1.7,928.18
2022-08-15 00:00:00,Bafoussam,23.68,8.07,911.88
2022-08-16 00:00:00,Bafoussam,31.59,9.69,805.31
2022-08-17 00:00:00,Bafoussam,30.37,18.85,190.93
2022-08-18 00:00:00,Bafoussam,21.37,0.64,167.78
2022-08-19 00:00:00,Bafoussam,23.92,3.74,358.69
2022-08-20 00:00:00,Bafoussam,31.32,1.4,467.79
2022-08-21 00:00:00,Bafoussam,29.1,12.44,781.92
2022-08-22 00:00:00,Bafoussam,20.9,3.15,404.32
2022-08-23 00:00:00,Bafoussam,32.24,15.78,506.26
2022-08-24 00:00:00,Bafoussam,30.15,13.89,899.37
2022-08-25 00:00:00,Bafoussam,25.48,13.4,512.87
2022-08-26 00:00:00,Bafoussam,34.74,4.33,552.75
2022-08-27 00:00:00,Bafoussam,34.13,19.87,673.92
2022-08-28 00:00:00,Bafoussam,20.49,18.89,803.71
2022-08-29 00:00:00,Bafoussam,27.35,5.43,287.87
2022-08-30 00:00:00,Bafoussam,29.07,4.85,990.6
2022-08-31 00:00:00,Bafoussam,26.18,17.43,697.76
2022-09-01 00:00:00,Bafoussam,23.27,1.02,467.41
2022-09-02 00:00:00,Bafoussam,27.48,8.82,258.41
2022-09-03 00:00:00,Bafoussam,30.02,13.1,269.53
2022-09-04 00:00:00,Bafoussam,34.75,10.92,161.21
2022-09-05 00:00:00,Bafoussam,29.42,14.46,296.16
2022-09-06 00:00:00,Bafoussam,21.54,14.64,678.55
2022-09-07 00:00:00,Bafoussam,24.55,18.39,713.87
2022-09-08 00:00:00,Bafoussam,30.32,17.33,528.89
2022-09-09 00:00:00,Bafoussam,26.86,4.28,100.7
2022-09-10 00:00:00,Bafoussam,28.71,10.28,460.25
2022-09-11 00:00:00,Bafoussam,29.06,18.45,628.28
2022-09-12 00:00:00,Bafoussam,24.97,15.43,573.74
2022-09-13 00:00:00,Bafoussam,23.61,1.65,579.82
2022-09-14 00:00:00,Bafoussam,23.13,19.9,843.06
2022-09-15 00:00:00,Bafoussam,34.93,14.06,965.68
2022-09-16 00:00:00,Bafoussam,34,4.89,343.31
2022-09-17 00:00:00,Bafoussam,34.33,7.54,595.82
2022-09-18 00:00:00,Bafoussam,21.78,7.76,377.88
2022-09-19 00:00:00,Bafoussam,28.31,0.53,740.17
2022-09-20 00:00:00,Bafoussam,32.87,11.44,808.66
2022-09-21 00:00:00,Bafoussam,22.1,3.54,226.29
2022-09-22 00:00:00,Bafoussam,26.9,17.78,312.88
2022-09-23 00:00:00,Bafoussam,24.21,9.61,311.16
2022-09-24 00:00:00,Bafoussam,32.97,16.82,300.3
2022-09-25 00:00:00,Bafoussam,31.67,0.66,256.54
2022-09-26 00:00:00,Bafoussam,31.08,5.45,892.39
2022-09-27 00:00:00,Bafoussam,23.02,16.96,694.85
2022-09-28 00:00:00,Bafoussam,23.73,0.01,423.03
2022-09-29 00:00:00,Bafoussam,24.61,18.01,418.95
2022-09-30 00:00:00,Bafoussam,22.92,18.06,996.19
2022-10-01 00:00:00,Bafoussam,21.44,8.95,423.78
2022-10-02 00:00:00,Bafoussam,27.28,8.18,372.78
2022-10-03 00:00:00,Bafoussam,29.29,9.8,830
2022-10-04 00:00:00,Bafoussam,29.79,12.73,451.54
2022-10-05 00:00:00,Bafoussam,21.81,11.13,415.27
2022-10-06 00:00:00,Bafoussam,29.13,13.69,285.71
2022-10-07 00:00:00,Bafoussam,24.78,2.27,864.75
2022-10-08 00:00:00,Bafoussam,22.82,0.99,250.28
2022-10-09 00:00:00,Bafoussam,21.73,1.12,839.94
2022-10-10 00:00:00,Bafoussam,25.33,19.47,583.76
2022-10-11 00:00:00,Bafoussam,29.35,6.75,677.98
2022-10-12 00:00:00,Bafoussam,32.41,5.89,396.78
2022-10-13 00:00:00,Bafoussam,21.54,19.94,533.29
2022-10-14 00:00:00,Bafoussam,25.98,1.72,463.75
2022-10-15 00:00:00,Bafoussam,20.49,8.66,914.24
2022-10-16 00:00:00,Bafoussam,23.33,13.27,516.48
2022-10-17 00:00:00,Bafoussam,21.43,17.57,300.87
2022-10-18 00:00:00,Bafoussam,21.5,3.85,215.74
2022-10-19 00:00:00,Bafoussam,29.1,17.15,317.14
2022-10-20 00:00:00,Bafoussam,26.91,4.22,777.06
2022-10-21 00:00:00,Bafoussam,31.42,16.52,667.31
2022-10-22 00:00:00,Bafoussam,20.31,1,717.9
2022-10-23 00:00:00,Bafoussam,34.46,3.85,626.2
2022-10-24 00:00:00,Bafoussam,27.96,9.87,267.35
2022-10-25 00:00:00,Bafoussam,29.9,17.8,308.34
2022-10-26 00:00:00,Bafoussam,21.17,7.24,842.84
2022-10-27 00:00:00,Bafoussam,23.97,19.31,226.46
2022-10-28 00:00:00,Bafoussam,21.4,10.17,419.37
2022-10-29 00:00:00,Bafoussam,24.17,5.36,972.22
2022-10-30 00:00:00,Bafoussam,34.12,8.03,920.23
2022-10-31 00:00:00,Bafoussam,31.11,10.43,214.1
2022-11-01 00:00:00,Bafoussam,29.89,10.18,359.62
2022-11-02 00:00:00,Bafoussam,28.56,17.6,104.29
2022-11-03 00:00:00,Bafoussam,32.33,2.25,177.35
2022-11-04 00:00:00,Bafoussam,33.96,17.09,145.03
2022-11-05 00:00:00,Bafoussam,27.78,11.32,636.6
2022-11-06 00:00:00,Bafoussam,25.9,13.02,379.2
2022-11-07 00:00:00,Bafoussam,31.96,8.8,669.5
2022-11-08 00:00:00,Bafoussam,27.8,19.07,601.13
2022-11-09 00:00:00,Bafoussam,30.41,10.72,550.1
2022-11-10 00:00:00,Bafoussam,24.26,1.36,392.68
2022-11-11 00:00:00,Bafoussam,27.83,2.5,515.34
2022-11-12 00:00:00,Bafoussam,26.89,14.19,927.68
2022-11-13 00:00:00,Bafoussam,24.59,6.04,324.36
2022-11-14 00:00:00,Bafoussam,24.03,11.98,600.75
2022-11-15 00:00:00,Bafoussam,26.67,18.39,180.89
2022-11-16 00:00:00,Bafoussam,21.61,1.55,400.23
2022-11-17 00:00:00,Bafoussam,24.75,5.47,445.15
2022-11-18 00:00:00,Bafoussam,29.02,4.7,326.63
2022-11-19 00:00:00,Bafoussam,23.97,16.82,508.46
2022-11-20 00:00:00,Bafoussam,32.07,1.72,685.46
2022-11-21 00:00:00,Bafoussam,32.41,7.41,592.08
2022-11-22 00:00:00,Bafoussam,33.39,10.49,318.87
2022-11-23 00:00:00,Bafoussam,28.01,15.5,802.76
2022-11-24 00:00:00,Bafoussam,24.08,3.69,983.56
2022-11-25 00:00:00,Bafoussam,34.3,3.56,135.79
2022-11-26 00:00:00,Bafoussam,23.77,12.56,691.9
2022-11-27 00:00:00,Bafoussam,28.21,2.41,601.2
2022-11-28 00:00:00,Bafoussam,26.35,18.05,400.11
2022-11-29 00:00:00,Bafoussam,23.08,14.16,555.41
2022-11-30 00:00:00,Bafoussam,31.56,9.26,139.27
2022-12-01 00:00:00,Bafoussam,26.96,15.04,471.05
2022-12-02 00:00:00,Bafoussam,20.25,3.1,516.69
2022-12-03 00:00:00,Bafoussam,22.53,17.67,768.1
2022-12-04 00:00:00,Bafoussam,33.48,19.55,527.32
2022-12-05 00:00:00,Bafoussam,29.85,1.41,698.33
2022-12-06 00:00:00,Bafoussam,27.5,15.92,782.15
2022-12-07 00:00:00,Bafoussam,34.94,13.28,621.42
2022-12-08 00:00:00,Bafoussam,28.16,18.51,543.99
2022-12-09 00:00:00,Bafoussam,24.14,0.41,328.07
2022-12-10 00:00:00,Bafoussam,24.98,16.99,408.43
2022-12-11 00:00:00,Bafoussam,28.12,2.77,661.69
2022-12-12 00:00:00,Bafoussam,32.46,17.48,104.73
2022-12-13 00:00:00,Bafoussam,25,6.62,896.87
2022-12-14 00:00:00,Bafoussam,22.55,3.33,375.24
2022-12-15 00:00:00,Bafoussam,21.32,15.4,498.72
2022-12-16 00:00:00,Bafoussam,25.36,2.57,243.56
2022-12-17 00:00:00,Bafoussam,26.61,7.21,352.27
2022-12-18 00:00:00,Bafoussam,23.93,19.05,356.59
2022-12-19 00:00:00,Bafoussam,25.09,5.84,497.5
2022-12-20 00:00:00,Bafoussam,21.96,10.03,794.98
2022-12-21 00:00:00,Bafoussam,24.08,5.48,619.54
2022-12-22 00:00:00,Bafoussam,20.18,11.35,362.86
2022-12-23 00:00:00,Bafoussam,22.18,16.29,136.26
2022-12-24 00:00:00,Bafoussam,21.24,17.92,119.66
2022-12-25 00:00:00,Bafoussam,20.56,8.66,225.29
2022-12-26 00:00:00,Bafoussam,32.05,17.76,232.81
2022-12-27 00:00:00,Bafoussam,24.52,18.6,332.91
2022-12-28 00:00:00,Bafoussam,25.07,10.08,965.63
2022-12-29 00:00:00,Bafoussam,23.94,7.7,283.22
2022-12-30 00:00:00,Bafoussam,30.58,4.56,522.91
2022-12-31 00:00:00,Bafoussam,20.65,7.9,953.85
2023-01-01 00:00:00,Bafoussam,20.29,7.42,299.27
2023-01-02 00:00:00,Bafoussam,31.44,17.63,234.44
2023-01-03 00:00:00,Bafoussam,32.65,5.12,302.6
2023-01-04 00:00:00,Bafoussam,27.41,3.54,165.21
2023-01-05 00:00:00,Bafoussam,29.33,5.58,767.91
2023-01-06 00:00:00,Bafoussam,23.53,17.99,326.15
2023-01-07 00:00:00,Bafoussam,27.82,13.99,421.54
2023-01-08 00:00:00,Bafoussam,21.08,1.65,109.09
2023-01-09 00:00:00,Bafoussam,23.52,2.47,890.82
2023-01-10 00:00:00,Bafoussam,23.6,7.13,206.92
2023-01-11 00:00:00,Bafoussam,32.13,8.47,513.81
2023-01-12 00:00:00,Bafoussam,32.47,11.7,663.42
2023-01-13 00:00:00,Bafoussam,23.31,0.42,680.15
2023-01-14 00:00:00,Bafoussam,25.21,8.15,623.69
2023-01-15 00:00:00,Bafoussam,28.68,19.65,244.99
2023-01-16 00:00:00,Bafoussam,32.4,7.36,165.49
2023-01-17 00:00:00,Bafoussam,30.14,1.11,328.86
2023-01-18 00:00:00,Bafoussam,20.97,0.72,951.28
2023-01-19 00:00:00,Bafoussam,29.5,14.3,749.42
2023-01-20 00:00:00,Bafoussam,20.7,16.92,406.48
2023-01-21 00:00:00,Bafoussam,27.61,8.25,457.31
2023-01-22 00:00:00,Bafoussam,20.37,2.54,647.58
2023-01-23 00:00:00,Bafoussam,26.67,6.33,404.21
2023-01-24 00:00:00,Bafoussam,21.23,11.96,221.33
2023-01-25 00:00:00,Bafoussam,24.89,2.44,972.68
2023-01-26 00:00:00,Bafoussam,32.06,6.68,613.14
2023-01-27 00:00:00,Bafoussam,30.54,17.47,904.81
2023-01-28 00:00:00,Bafoussam,21.06,5.77,145.92
2023-01-29 00:00:00,Bafoussam,25.9,1.35,679.87
2023-01-30 00:00:00,Bafoussam,24.34,6.73,966.95
2023-01-31 00:00:00,Bafoussam,31.01,8.72,809.34
2023-02-01 00:00:00,Bafoussam,26.64,3.73,246.35
2023-02-02 00:00:00,Bafoussam,30.25,1.43,739.81
2023-02-03 00:00:00,Bafoussam,24.22,12.69,582.28
2023-02-04 00:00:00,Bafoussam,31.45,2.99,634.11
2023-02-05 00:00:00,Bafoussam,29.35,6.81,128.07
2023-02-06 00:00:00,Bafoussam,24.42,6.62,664.87
2023-02-07 00:00:00,Bafoussam,31.38,4.25,696.16
2023-02-08 00:00:00,Bafoussam,23.36,4.3,636.54
2023-02-09 00:00:00,Bafoussam,20.15,6.66,151.57
2023-02-10 00:00:00,Bafoussam,26.64,12.12,242.24
2023-02-11 00:00:00,Bafoussam,30.17,4.78,998.89
2023-02-12 00:00:00,Bafoussam,22.36,1.41,327.55
2023-02-13 00:00:00,Bafoussam,25.15,14.93,939.76
2023-02-14 00:00:00,Bafoussam,20.61,12.43,772.41
2023-02-15 00:00:00,Bafoussam,27.06,12.11,833.01
2023-02-16 00:00:00,Bafoussam,26.64,19.99,174.13
2023-02-17 00:00:00,Bafoussam,31.73,19.3,455.8
2023-02-18 00:00:00,Bafoussam,25.74,14.08,556.24
2023-02-19 00:00:00,Bafoussam,22.73,10.16,666.33
2023-02-20 00:00:00,Bafoussam,33.5,0.79,308.06
2023-02-21 00:00:00,Bafoussam,23.7,18.6,591.05
2023-02-22 00:00:00,Bafoussam,24.01,0.71,715.74
2023-02-23 00:00:00,Bafoussam,27.1,16.72,312.3
2023-02-24 00:00:00,Bafoussam,23.39,16.1,136.81
2023-02-25 00:00:00,Bafoussam,21.88,0.99,370.24
2023-02-26 00:00:00,Bafoussam,29.52,2.81,208.05
2023-02-27 00:00:00,Bafoussam,20.73,4.78,220.1
2023-02-28 00:00:00,Bafoussam,26.02,3.39,125.69
2023-03-01 00:00:00,Bafoussam,34.29,9.19,896.96
2023-03-02 00:00:00,Bafoussam,26.99,2.6,669.25
2023-03-03 00:00:00,Bafoussam,22.72,11.45,209.8
2023-03-04 00:00:00,Bafoussam,25.83,15.55,138.21
2023-03-05 00:00:00,Bafoussam,22.4,19.99,822.37
2023-03-06 00:00:00,Bafoussam,23.26,10.82,919.49
2023-03-07 00:00:00,Bafoussam,22.17,12.94,975.86
2023-03-08 00:00:00,Bafoussam,20.69,11.19,799.97
2023-03-09 00:00:00,Bafoussam,24.94,5.19,538.9
2023-03-10 00:00:00,Bafoussam,27.68,3.4,329.42
2023-03-11 00:00:00,Bafoussam,20.55,18.74,506.44
2023-03-12 00:00:00,Bafoussam,33.86,15.93,902.08
2023-03-13 00:00:00,Bafoussam,33.25,9.56,920.86
2023-03-14 00:00:00,Bafoussam,27.2,13.7,977.88
2023-03-15 00:00:00,Bafoussam,30.71,3.74,529.18
2023-03-16 00:00:00,Bafoussam,20.53,1.73,968.2
2023-03-17 00:00:00,Bafoussam,24.6,6.91,351.91
2023-03-18 00:00:00,Bafoussam,26.1,4.36,312.13
2023-03-19 00:00:00,Bafoussam,20.92,16.26,458.29
2023-03-20 00:00:00,Bafoussam,31.5,19.53,307.19
2023-03-21 00:00:00,Bafoussam,20.53,11.8,398.2
2023-03-22 00:00:00,Bafoussam,21.17,13.27,252.44
2023-03-23 00:00:00,Bafoussam,28.16,14.75,100.01
2023-03-24 00:00:00,Bafoussam,34.74,0.94,423.96
2023-03-25 00:00:00,Bafoussam,24.25,19.3,690.84
2023-03-26 00:00:00,Bafoussam,25.78,13.49,130.4
2023-03-27 00:00:00,Bafoussam,28.52,0.93,654.42
2023-03-28 00:00:00,Bafoussam,32.47,13.76,978.11
2023-03-29 00:00:00,Bafoussam,28.47,5.07,197.68
2023-03-30 00:00:00,Bafoussam,34.09,4.32,721.71
2023-03-31 00:00:00,Bafoussam,31.34,19.58,495.27
2023-04-01 00:00:00,Bafoussam,24.76,10.06,182.78
2023-04-02 00:00:00,Bafoussam,27.34,5.37,404.24
2023-04-03 00:00:00,Bafoussam,25.69,11.91,742.25
2023-04-04 00:00:00,Bafoussam,27.23,2.61,877.59
2023-04-05 00:00:00,Bafoussam,28.8,16.62,290.37
2023-04-06 00:00:00,Bafoussam,34.43,11.83,850.19
2023-04-07 00:00:00,Bafoussam,20.58,5.83,710.85
2023-04-08 00:00:00,Bafoussam,20.45,15.72,228.25
2023-04-09 00:00:00,Bafoussam,30.38,4.36,448.81
2023-04-10 00:00:00,Bafoussam,31.91,12.5,271.19
2023-04-11 00:00:00,Bafoussam,28.65,12.76,126.96
2023-04-12 00:00:00,Bafoussam,24.23,5.66,877.22
2023-04-13 00:00:00,Bafoussam,30.12,4.47,665.26
2023-04-14 00:00:00,Bafoussam,25.81,8.89,833.14
2023-04-15 00:00:00,Bafoussam,22.76,7.98,545.02
2023-04-16 00:00:00,Bafoussam,23.57,2.74,142.71
2023-04-17 00:00:00,Bafoussam,22.45,2.16,743.46
2023-04-18 00:00:00,Bafoussam,25.69,10.71,904.07
2023-04-19 00:00:00,Bafoussam,29.72,2.03,860.37
2023-04-20 00:00:00,Bafoussam,31.5,9.72,209.19
2023-04-21 00:00:00,Bafoussam,29.88,11.36,954.79
2023-04-22 00:00:00,Bafoussam,23.17,12.04,985.2
2023-04-23 00:00:00,Bafoussam,34.9,7.22,471.59
2023-04-24 00:00:00,Bafoussam,33.2,0.85,586.6
2023-04-25 00:00:00,Bafoussam,28.04,0.64,824.47
2023-04-26 00:00:00,Bafoussam,24.69,8.54,972.35
2023-04-27 00:00:00,Bafoussam,26.01,11.2,287.02
2023-04-28 00:00:00,Bafoussam,32.12,17.49,934.84
2023-04-29 00:00:00,Bafoussam,26.37,15.58,907.38
2023-04-30 00:00:00,Bafoussam,32.68,14.29,212.05
2023-05-01 00:00:00,Bafoussam,33.22,13,484.59
2023-05-02 00:00:00,Bafoussam,34.71,3.15,875.5
2023-05-03 00:00:00,Bafoussam,22.44,17.88,608.35
2023-05-04 00:00:00,Bafoussam,26.27,16.35,770.07
2023-05-05 00:00:00,Bafoussam,24.15,5.83,251.18
2023-05-06 00:00:00,Bafoussam,21.42,7.44,496.83
2023-05-07 00:00:00,Bafoussam,34.8,11.97,591.18
2023-05-08 00:00:00,Bafoussam,21.65,10.89,268.54
2023-05-09 00:00:00,Bafoussam,34.61,6.09,525.1
2023-05-10 00:00:00,Bafoussam,28.29,4.58,976.78
2023-05-11 00:00:00,Bafoussam,23.15,9.16,260.18
2023-05-12 00:00:00,Bafoussam,34.89,12.16,726.9
2023-05-13 00:00:00,Bafoussam,31.08,8.4,215.98
2023-05-14 00:00:00,Bafoussam,30.76,7.19,328.13
2023-05-15 00:00:00,Bafoussam,22.04,18.37,738.75
2023-05-16 00:00:00,Bafoussam,25.54,1.66,133.97
2023-05-17 00:00:00,Bafoussam,34.34,2.04,561.51
2023-05-18 00:00:00,Bafoussam,25.75,14.45,749.14
2023-05-19 00:00:00,Bafoussam,30.45,14.88,553.49
2023-05-20 00:00:00,Bafoussam,27.66,6.68,302.92
2023-05-21 00:00:00,Bafoussam,26.3,19.43,270.8
2023-05-22 00:00:00,Bafoussam,22.87,15.69,291.72
2023-05-23 00:00:00,Bafoussam,23.41,7.31,861.3
2023-05-24 00:00:00,Bafoussam,25.79,0.15,624.22
2023-05-25 00:00:00,Bafoussam,26.02,11.75,892.43
2023-05-26 00:00:00,Bafoussam,32.81,4.49,246.66
2023-05-27 00:00:00,Bafoussam,23.84,9.97,977.04
2023-05-28 00:00:00,Bafoussam,34.4,6.19,557.33
2023-05-29 00:00:00,Bafoussam,28.91,1.62,942.82
2023-05-30 00:00:00,Bafoussam,29.14,14.65,557.6
2023-05-31 00:00:00,Bafoussam,32,14.09,101.76
2023-06-01 00:00:00,Bafoussam,31.54,5.9,608.21
2023-06-02 00:00:00,Bafoussam,26.07,11.72,316.31
2023-06-03 00:00:00,Bafoussam,22.06,16.93,848.89
2023-06-04 00:00:00,Bafoussam,24.48,15.97,967.4
2023-06-05 00:00:00,Bafoussam,26.01,4.24,804.72
2023-06-06 00:00:00,Bafoussam,21.2,9.06,711.46
2023-06-07 00:00:00,Bafoussam,33.22,14.75,416.86
2023-06-08 00:00:00,Bafoussam,31.91,18.71,311.79
2023-06-09 00:00:00,Bafoussam,34.05,15.65,118.3
2023-06-10 00:00:00,Bafoussam,23.06,7.94,701.74
2023-06-11 00:00:00,Bafoussam,27.11,18.4,742.06
2023-06-12 00:00:00,Bafoussam,33.96,14.99,732.18
2023-06-13 00:00:00,Bafoussam,22.06,14.5,804.48
2023-06-14 00:00:00,Bafoussam,26.65,15.2,934.39
2023-06-15 00:00:00,Bafoussam,25.33,19.38,289.92
2023-06-16 00:00:00,Bafoussam,28.58,18.09,311.59
2023-06-17 00:00:00,Bafoussam,30.81,3.36,751.83
2023-06-18 00:00:00,Bafoussam,30.36,19.27,322.84
2023-06-19 00:00:00,Bafoussam,20.09,11.43,877.12
2023-06-20 00:00:00,Bafoussam,21.57,1.74,680.41
2023-06-21 00:00:00,Bafoussam,28.25,1.98,437.65
2023-06-22 00:00:00,Bafoussam,22.83,3.36,882.95
2023-06-23 00:00:00,Bafoussam,25.06,7.61,148.53
2023-06-24 00:00:00,Bafoussam,24.95,0.08,193.24
2023-06-25 00:00:00,Bafoussam,31.87,8.83,412.48
2023-06-26 00:00:00,Bafoussam,24.89,19.09,990.61
2023-06-27 00:00:00,Bafoussam,26.58,9.55,435.16
2023-06-28 00:00:00,Bafoussam,29.19,8.72,808.73
2023-06-29 00:00:00,Bafoussam,26.01,12.34,225.31
2023-06-30 00:00:00,Bafoussam,22.62,19.51,419.05
2023-07-01 00:00:00,Bafoussam,33.86,5.13,347.19
2023-07-02 00:00:00,Bafoussam,29.1,6.02,276.48
2023-07-03 00:00:00,Bafoussam,30.07,3.7,569.81
2023-07-04 00:00:00,Bafoussam,24.99,7.69,747.01
2023-07-05 00:00:00,Bafoussam,27.66,2.45,412.85
2023-07-06 00:00:00,Bafoussam,22.06,9.73,521.44
2023-07-07 00:00:00,Bafoussam,27.78,19.71,997.2
2023-07-08 00:00:00,Bafoussam,28.02,11.09,734.46
2023-07-09 00:00:00,Bafoussam,20.91,5.13,221.51
2023-07-10 00:00:00,Bafoussam,21.82,12.59,655.91
2023-07-11 00:00:00,Bafoussam,28.55,4.6,506.25
2023-07-12 00:00:00,Bafoussam,25.39,7.26,635.27
2023-07-13 00:00:00,Bafoussam,21.9,14.98,731.15
2023-07-14 00:00:00,Bafoussam,28.72,2.23,214.92
2023-07-15 00:00:00,Bafoussam,32.8,13.22,258.49
2023-07-16 00:00:00,Bafoussam,29.69,2.67,982.56
2023-07-17 00:00:00,Bafoussam,29.54,15.74,838.62
2023-07-18 00:00:00,Bafoussam,31.18,16.26,701.91
2023-07-19 00:00:00,Bafoussam,31.12,9.09,351.66
2023-07-20 00:00:00,Bafoussam,21.04,17.54,980.85
2023-07-21 00:00:00,Bafoussam,21.65,8.49,341.05
2023-07-22 00:00:00,Bafoussam,29.02,13.33,184.37
2023-07-23 00:00:00,Bafoussam,34.81,10.11,742.09
2023-07-24 00:00:00,Bafoussam,26.31,6.96,384.26
2023-07-25 00:00:00,Bafoussam,21.22,15.85,804.06
2023-07-26 00:00:00,Bafoussam,34.58,18.86,911.04
2023-07-27 00:00:00,Bafoussam,27.23,13.54,447.8
2023-07-28 00:00:00,Bafoussam,26.54,7.41,896.42
2023-07-29 00:00:00,Bafoussam,20.09,0.52,309.95
2023-07-30 00:00:00,Bafoussam,22.33,18.68,560.38
2023-07-31 00:00:00,Bafoussam,27.24,7.17,796.71
2023-08-01 00:00:00,Bafoussam,23.93,13.18,179.66
2023-08-02 00:00:00,Bafoussam,34.39,9.63,444.33
2023-08-03 00:00:00,Bafoussam,32.36,12.75,755.77
2023-08-04 00:00:00,Bafoussam,20.14,11.23,782.25
2023-08-05 00:00:00,Bafoussam,29.21,9.81,832.52
2023-08-06 00:00:00,Bafoussam,26.26,6.96,659.51
2023-08-07 00:00:00,Bafoussam,27.66,9.69,559.54
2023-08-08 00:00:00,Bafoussam,24.69,17.54,354.2
2023-08-09 00:00:00,Bafoussam,23.71,0.23,871.49
2023-08-10 00:00:00,Bafoussam,28.31,6.49,790.85
2023-08-11 00:00:00,Bafoussam,27.76,10.22,941.26
2023-08-12 00:00:00,Bafoussam,26.65,17.03,959.91
2023-08-13 00:00:00,Bafoussam,26.31,6.35,336.8
2023-08-14 00:00:00,Bafoussam,21.36,5.53,598.8
2023-08-15 00:00:00,Bafoussam,33.71,9.97,849.49
2023-08-16 00:00:00,Bafoussam,26.25,1.77,653.52
2023-08-17 00:00:00,Bafoussam,22.54,7.28,412.52
2023-08-18 00:00:00,Bafoussam,21.46,18.49,583.23
2023-08-19 00:00:00,Bafoussam,29.26,7.59,383.34
2023-08-20 00:00:00,Bafoussam,23.42,10.32,966.28
2023-08-21 00:00:00,Bafoussam,20.15,0.52,494.02
2023-08-22 00:00:00,Bafoussam,31.64,17.93,539.76
2023-08-23 00:00:00,Bafoussam,26.22,7.78,440.23
2023-08-24 00:00:00,Bafoussam,31.51,14.65,222.84
2023-08-25 00:00:00,Bafoussam,31.07,15.45,649.78
2023-08-26 00:00:00,Bafoussam,21.75,9.5,685.3
2023-08-27 00:00:00,Bafoussam,29.07,9.07,314.28
2023-08-28 00:00:00,Bafoussam,23.25,4.2,912.51
2023-08-29 00:00:00,Bafoussam,26.32,12.96,238.84
2023-08-30 00:00:00,Bafoussam,23.93,8.55,634.99
2023-08-31 00:00:00,Bafoussam,33.91,19.98,302.59
2023-09-01 00:00:00,Bafoussam,25.58,0.76,217.49
2023-09-02 00:00:00,Bafoussam,24.09,18.07,741.13
2023-09-03 00:00:00,Bafoussam,23.92,13.09,453.36
2023-09-04 00:00:00,Bafoussam,21.31,12.4,100.02
2023-09-05 00:00:00,Bafoussam,29.64,15.36,919.85
2023-09-06 00:00:00,Bafoussam,30.77,19.45,527.56
2023-09-07 00:00:00,Bafoussam,27.02,11.83,309.53
2023-09-08 00:00:00,Bafoussam,32.55,18.9,400.94
2023-09-09 00:00:00,Bafoussam,26.68,0.74,187.42
2023-09-10 00:00:00,Bafoussam,29.86,18.56,981
2023-09-11 00:00:00,Bafoussam,26.68,1.79,274.56
2023-09-12 00:00:00,Bafoussam,23.86,11.92,218.58
2023-09-13 00:00:00,Bafoussam,34.02,5.94,459.55
2023-09-14 00:00:00,Bafoussam,29.02,3.92,873.29
2023-09-15 00:00:00,Bafoussam,33.96,17.09,365.07
2023-09-16 00:00:00,Bafoussam,28.18,18.88,491.06
2023-09-17 00:00:00,Bafoussam,33.36,5.83,766.25
2023-09-18 00:00:00,Bafoussam,31.24,7.5,344.32
2023-09-19 00:00:00,Bafoussam,31.37,10.46,395.01
2023-09-20 00:00:00,Bafoussam,32.03,17.54,682.78
